Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
11849,ABA,1ST,1196223948880400384,1196222068863356929,1196223230383710210,,INTENDED
11850,AB,2ND,1185996434497327105,1185996250937774084,,,PERCEIVED
11851,ABA,1ST,1188054474046226435,1187797896248332288,1187993565000941568,,INTENDED
11852,ABC,3RD,1197132526763954179,1197087292415983616,1197111936569266178,,PERCEIVED
11853,ABC,3RD,1190752378485723136,1190734626089832449,1190748553146187776,,PERCEIVED
11854,ABABC,1ST,1193719550245777408,1193718977844981761,1193719117846654977,1193718387756740609,INTENDED
11855,AB,2ND,1201955568400961541,1201731007981817857,,,PERCEIVED
11856,ABAC,3RD,1193316471537053696,1193315741292007424,1193316165503766529,,PERCEIVED
11857,ABAC,1ST,1188788608385335296,1188638711061368834,1188678590361165825,1188591520531779584,INTENDED
11858,AB,2ND,1200400900294090752,1200400083164028929,,,PERCEIVED
11859,ABABCB,1ST,1191167882979368961,1191158153880182785,1191159408048381953,1191150751449600001,INTENDED
11860,AB,2ND,1191572629267927040,1191566268219871233,,,PERCEIVED
11861,ABA,2ND,1187866696998182917,1187864289065033734,,1187860535435550721,PERCEIVED
11862,ABAC,1ST,1197370814431203328,1197340872985206785,1197370518183133184,1197340611004772352,INTENDED
11863,ABAB,1ST,1186453345885663233,1186452840920866816,1186453101781377024,1186452589573017602,INTENDED
11864,AA,1ST,1195367666925604864,1195363761487564807,,,INTENDED
11865,AB,2ND,1202303340526362629,1202271536444592128,,,PERCEIVED
11866,ABC,3RD,1194256367420411904,1193380215738839040,1193902718139715584,,PERCEIVED
11867,AB,2ND,1187388897724116993,1187213040632107008,,,PERCEIVED
11868,AB,2ND,1201627944042369024,1201625059170889728,,,PERCEIVED
11869,ABAC,1ST,1188170724692889601,1188166345185284096,1188167397523496960,1188165412577533952,INTENDED
11870,ABAB,1ST,1195616000059813894,1195614917820329984,1195615854093844481,1195614714384048128,INTENDED
11871,ABAC,1ST,1187903691279360000,1187897054632169472,1187903437184196608,1187861209942495234,INTENDED
11872,ABAC,1ST,1200149279672872965,1200148945990815744,1200149185506533378,1200148435233587200,INTENDED
11873,ABA,1ST,1197673053217529858,1197671550352330752,1197672102054236160,,INTENDED
11874,ABAC,1ST,1195853469787275264,1195842099394076677,1195853179985858560,1195837917400326144,INTENDED
11875,AB,2ND,1192316175524478981,1191529203574853632,,,PERCEIVED
11876,AB,2ND,1185785123402334208,1185782663774425088,,,PERCEIVED
11877,ABAB,1ST,1186442368196718592,1186438993501741056,1186441780797071362,1186438476285337601,INTENDED
11878,ABAC,1ST,1187372914632527873,1187115626889994240,1187370362859732993,1187098428737753091,INTENDED
11879,ABABCDCDCE,1ST,1186260770415435778,1186252327696637952,1186253528785920003,1186252127418683392,INTENDED
11880,ABA,2ND,1190337536029265926,1190058727182929920,,1189980911720374272,PERCEIVED
11881,ABAB,1ST,1199597715199610881,1199590331458707456,1199596547182342145,1199586240921833473,INTENDED
11882,ABAB,1ST,1185981659612680193,1185967821861339137,1185968603721543681,1185953843114323968,INTENDED
11883,ABAC,1ST,1193605340014825472,1193568621072715776,1193571047024611330,1193566518979780609,INTENDED
11884,ABAC,1ST,1202690001953267713,1202686818694635520,1202687238733066240,1202208674975903744,INTENDED
11885,ABAB,1ST,1194970759317381120,1194970001020768256,1194970591528443911,1194969739740749824,INTENDED
11886,AB,2ND,1188235709540392961,1188234040354181122,,,PERCEIVED
11887,AA,1ST,1191276838456152064,1191276367649722368,,,INTENDED
11888,ABC,3RD,1186261304555855872,1185909344958898177,1185909522709266432,,PERCEIVED
11889,ABAB,1ST,1194291414575861760,1194289954576314373,1194291099810062340,1194289529521397765,INTENDED
11890,ABA,2ND,1200128854284787712,1200128675171225601,,1200079118655803392,PERCEIVED
11891,ABAB,1ST,1196883941980024832,1196850005266632712,1196875182188769281,1196841200453668865,INTENDED
11892,ABAC,1ST,1199875159110356993,1199873777384992768,1199874256227704832,1199873709852577793,INTENDED
11893,ABACDCE,1ST,1201273935280492546,1201271120248262656,1201272782086164480,1201270709617602561,INTENDED
11894,ABACD,1ST,1195760616075677696,1195734664062914566,1195756137129402368,1195732947925528576,INTENDED
11895,ABA,2ND,1192172276038266880,1192171384920633344,,1192171262006550528,PERCEIVED
11896,ABABCD,1ST,1189726361738522626,1189706674623467534,1189725152235311104,1189677643307700224,INTENDED
11897,ABCB,3RD,1189224728109686786,1189058483066429441,1189193042407907328,1188900146370756608,PERCEIVED
11898,AB,2ND,1189608162292326407,1189601417469841409,,,PERCEIVED
11899,ABAC,1ST,1190055198544351233,1190051816433737728,1190052578966614016,1190050230550585346,INTENDED
11900,ABABC,3RD,1201604185038446592,1201254313840009217,,,PERCEIVED
11901,ABC,3RD,1190650620832894976,1190542096329060354,1190570049444208641,,PERCEIVED
11902,AB,2ND,1185719645669658624,1185711048990642176,,,PERCEIVED
11903,ABC,3RD,1190668174561357827,1190450351356309504,1190666702016532480,,PERCEIVED
11904,AB,2ND,1191427393958887424,1191406702735904768,,,PERCEIVED
11905,ABABC,1ST,1190134804089573376,1190134129565818880,1190134374542532608,1190133378928001024,INTENDED
11906,ABAC,3RD,1195466025795510273,1195398575385124871,1195465423799627776,,PERCEIVED
11907,ABA,1ST,1189978148248707073,1189977751123615744,1189977933747761154,,INTENDED
11908,AB,2ND,1197187127131484161,1197056656821096449,,,PERCEIVED
11909,ABAC,1ST,1199646470716063744,1199637702716452864,1199645753389355010,1199624747723608066,INTENDED
11910,ABA,1ST,1196553123386527744,1196523292309504001,1196548090385371138,,INTENDED
11911,ABAB,1ST,1196777448790265856,1196771781668982784,1196772344997564416,1196760000343019520,INTENDED
11912,ABAC,1ST,1192564280555712512,1192560175426818049,1192562666331656192,1192559930105987072,INTENDED
11913,ABAC,1ST,1199231641140416513,1199230165647147008,1199230491876102146,1199225650826973190,INTENDED
11914,AB,2ND,1197331655410647040,1197290198528249856,,,PERCEIVED
11915,AB,2ND,1197920339528839168,1197654812671856640,,,PERCEIVED
11916,ABAC,1ST,1193618583999279104,1193347050546421760,1193595425112166402,1193341507606106114,INTENDED
11917,ABCADD,1ST,1198975050352939012,1198630330409930753,,1198623571481890817,INTENDED
11918,ABAB,1ST,1189376221638823936,1189375529264148481,1189376043594838016,1189375377933627392,INTENDED
11919,ABACD,1ST,1189429110512275457,1188218792855441409,1188803588002373634,1187849360874393601,INTENDED
11920,ABAB,1ST,1202622391068876807,1202616517252329472,1202622138861129729,1202305144907542530,INTENDED
11921,ABA,2ND,1194858248886718469,1194829483603197952,,1194710548467912704,PERCEIVED
11922,ABACD,1ST,1194864770303713280,1194848257890893824,1194862024091504640,1194817090495991808,INTENDED
11923,ABA,1ST,1194078816278339584,1194075888746401795,1194076302007062528,,INTENDED
11924,ABAB,1ST,1190475591117606912,1190396456697581569,1190397856093487105,1190395517643169799,INTENDED
11925,AB,2ND,1187865460466966528,1187858099656429568,,,PERCEIVED
11926,ABAC,1ST,1189138570319187969,1189137931744747520,1189138345764499457,1189017801165594624,INTENDED
11927,ABAB,1ST,1197600600508252160,1197596494234300416,1197596971118317576,1197578393845411840,INTENDED
11928,AB,2ND,1185888743628120064,1185717953460932608,,,PERCEIVED
11929,ABAB,1ST,1191178693030424576,1191176826590240768,1191177565815197696,1191173895027486722,INTENDED
11930,ABAC,1ST,1190207212993613824,1190202479549374464,1190206648285114368,1190177245194788864,INTENDED
11931,ABAC,1ST,1186303585065193472,1186294875072782336,1186303042410299392,1185344812523720705,INTENDED
11932,ABAAA,2ND,1187237740120698880,1187237448788496384,,1187236628382679040,PERCEIVED
11933,ABAC,1ST,1195858662629052416,1195697430076911616,1195710020811407360,1195691352216014851,INTENDED
11934,ABAC,3RD,1196227127336550400,1195149760925184005,1196226773140140032,,PERCEIVED
11935,ABAC,1ST,1198940999608885248,1198783539992580096,1198935171585761280,1198778553254531074,INTENDED
11936,ABAC,1ST,1196481442152353794,1196470684786024449,1196480652188831744,1196465314655023104,INTENDED
11937,ABC,3RD,1187753218580848641,789322020836155392,1187556231596118017,,PERCEIVED
11938,ABAB,1ST,1186298949625401348,1186293266427371521,1186293982860627969,1186114277314383873,INTENDED
11939,ABC,3RD,1188100114193227776,1188059521970851841,1188062532457713664,,PERCEIVED
11940,ABABC,1ST,1187712796869513217,1187708609125404672,1187712124673576960,1187684579957792769,INTENDED
11941,ABC,3RD,1199514254988070914,1199480746752086017,1199509143368847361,,PERCEIVED
11942,ABC,3RD,1194608378569482242,1194606534413737985,1194607833402216448,,PERCEIVED
11943,ABA,2ND,1198329230662062080,1198281473263976448,,1198270004111671296,PERCEIVED
11944,ABA,1ST,1200782460151324674,1200781588373688320,1200782221923307523,,INTENDED
11945,ABA,2ND,1196803126952480768,1196802430727442434,,1196802046554341377,PERCEIVED
11946,ABACDD,1ST,1192160707833405440,1192129684076744706,1192139567396089857,1191841232504406019,INTENDED
11947,ABAB,1ST,1187090148925804545,1187076306221096960,1187076499427549184,1187075830742224897,INTENDED
11948,ABAB,1ST,1202332450871009288,1202330318168117249,1202332176567676935,1202329292023255041,INTENDED
11949,ABCB,3RD,1188437092772335616,1188433274160504832,1188435245080764416,1188424712499728384,PERCEIVED
11950,ABAC,1ST,1187382765337096192,1187294419797630978,1187381993664929793,1187267963663065088,INTENDED
11951,ABAB,1ST,1196846445954879488,1196807666233856001,1196839567829217280,1196804657122881536,INTENDED
11952,AB,2ND,1185865192300826624,1185864772551663616,,,PERCEIVED
11953,ABACC,1ST,1186280973463425031,1186022367702736896,1186274714701963264,1185752424713277441,INTENDED
11954,AB,2ND,1188822973295316995,1188620712166207489,,,PERCEIVED
11955,ABAB,1ST,1202104245534642176,1201957907874476032,1202098837017501698,1201904632609402880,INTENDED
11956,AB,2ND,1198685514611806211,1198671096628822016,,,PERCEIVED
11957,AB,2ND,1193055831903723521,1193020372041506816,,,PERCEIVED
11958,ABAC,1ST,1189149873087619072,1188969504283512833,1188998089018769408,1188965129607512064,INTENDED
11959,AB,2ND,1192440431537078273,1192383359244263424,,,PERCEIVED
11960,AB,2ND,1201215578582765568,1201081822949625856,,,PERCEIVED
11961,ABAC,1ST,1202349526062903296,1202347449207136256,1202349098457808896,1202302844818411521,INTENDED
11962,ABAC,1ST,1197945250267963392,1197943005157765120,1197943749818691585,1197938764397592581,INTENDED
11963,ABACD,1ST,1188755292428886016,1188618910247067648,1188723944628600832,1188607282147479553,INTENDED
11964,AB,2ND,1201993084898172929,1201991798064701440,,,PERCEIVED
11965,AAB,2ND,1199159148245659653,1199157515570864129,,,PERCEIVED
11966,ABC,3RD,1196797987177029632,1196796772565344256,1196797716644454401,,PERCEIVED
11967,ABACBCBCB,1ST,1189510633181581313,1189507896226336769,1189508227131682817,1189507348068556800,INTENDED
11968,ABACD,1ST,1188665402093658113,1188491247268306949,1188506135252361217,1188478398370385926,INTENDED
11969,ABCAD,1ST,1187415659032010752,1187403505172131841,,1187403375903739907,INTENDED
11970,ABACD,1ST,1200862199444639745,1200858333500116994,1200860700899450880,1200856109885591553,INTENDED
11971,ABAC,1ST,1194664105455407104,1194657864326901760,1194660916580646912,1194652569768906752,INTENDED
11972,ABC,3RD,1199134198705115137,1198976206294704130,1199133533463334912,,PERCEIVED
11973,AA,1ST,1187048892443123720,1187048891490983938,,,INTENDED
11974,ABAC,1ST,1201232258469896195,1201231910275559424,1201232144141574144,1201231674945757190,INTENDED
11975,ABABC,1ST,1196216403763875840,1196214579371610113,1196215258483974147,1196213021321904128,INTENDED
11976,AB,2ND,1192710238660640768,1192675366646755333,,,PERCEIVED
11977,ABABC,1ST,1201297917895536641,1201289371988529153,1201297379309182976,1201272281038671872,INTENDED
11978,ABA,1ST,1197263876825452546,1197220309855883269,1197225110840713216,,INTENDED
11979,ABA,2ND,1185564476113768448,1185545780938997760,,1185209719213846528,PERCEIVED
11980,ABA,2ND,1190324522802651141,1190324379789352960,,1190320587081687041,PERCEIVED
11981,ABAC,1ST,1193856241950449672,1193854558549741572,1193854803337711616,1193840620701437957,INTENDED
11982,AB,2ND,1192945371049332737,1192919629569675264,,,PERCEIVED
11983,ABACD,1ST,1198420491259785217,1198419136348639232,1198419459398144000,1198418844139823104,INTENDED
11984,AB,2ND,1188871491007533057,1188861235460296707,,,PERCEIVED
11985,ABC,3RD,1198401067689623552,1198304415117185024,1198399984804065280,,PERCEIVED
11986,ABA,2ND,1187118968567488513,1187118752078422016,,1187118598654976000,PERCEIVED
11987,ABCADE,1ST,1190347079715045376,1190278605726724098,,1190278241354997765,INTENDED
11988,ABACD,1ST,1201716453478715392,1201638770321178624,1201667914698567685,1201635726242254849,INTENDED
11989,ABA,1ST,1186729669527248898,1186729461644976128,1186729580188622850,,INTENDED
11990,ABC,3RD,1201920631505408007,1201587848966635520,1201605488141619202,,PERCEIVED
11991,ABACD,1ST,1187660357663428609,1187494439972986882,1187654971979980800,1187493159674273792,INTENDED
11992,ABAB,1ST,1193021187158429696,1193010416416366592,1193015519865188354,1193009161317109761,INTENDED
11993,ABABC,1ST,1189289886538457090,1189289502340210694,1189289688709906434,1189280035158532102,INTENDED
11994,ABA,1ST,1200867733795037184,1200867109783228416,1200867395436457986,,INTENDED
11995,ABCB,3RD,1189850237268975616,1189748495139274753,1189751241267482629,1189747820556800000,PERCEIVED
11996,AB,2ND,1196630056581423104,1196609037724463105,,,PERCEIVED
11997,ABABCDC,1ST,1201618808697475073,1201611060618440707,1201612378695180299,1200920245256540165,INTENDED
11998,ABAC,1ST,1201293441717678080,1201291346914533378,1201293232602263553,1201290791160811520,INTENDED
11999,AB,2ND,1200041571472691201,1199981777344847876,,,PERCEIVED
12000,ABAC,1ST,1201310370448760832,1201284613336944641,1201310292442877953,1201282478096429056,INTENDED
12001,ABAB,1ST,1195376704291852290,1195373145684885504,1195376256302403584,1195371956251643905,INTENDED
12002,AB,2ND,1191110712430456832,1191084462513278977,,,PERCEIVED
12003,ABACDEFG,1ST,1195355624705548290,1195340999050051585,1195348627633377281,1195336454899195904,INTENDED
12004,AB,2ND,1192576497699246080,1192563751452643330,,,PERCEIVED
12005,ABAB,1ST,1192104956280496128,1192077023570583553,1192103672060223489,1192073175984746497,INTENDED
12006,AB,2ND,1198605733870231552,1195502495935664128,,,PERCEIVED
12007,AAB,1ST,1188156211054678017,1188143456566370306,,1188122867281596416,INTENDED
12008,ABAB,1ST,1191771931000758272,1191768957188857857,1191771694655889408,1191768166155870208,INTENDED
12009,AB,2ND,1196528457339064321,1196527786908954624,,,PERCEIVED
12010,AB,2ND,1186408740645429253,1186407379841232898,,,PERCEIVED
12011,AB,2ND,1200336670270337024,1200159787700240385,,,PERCEIVED
12012,ABAC,1ST,1191470757882273797,1191468258156797959,1191470074445664257,1191371847616647168,INTENDED
12013,AB,2ND,1194698291851747330,1194692472938598401,,,PERCEIVED
12014,ABC,3RD,1194603237254537218,1194219655717642240,1194330911321579524,,PERCEIVED
12015,ABA,1ST,1195831407240716289,1195795354467348485,1195830907040649216,,INTENDED
12016,ABC,3RD,1192079679257239552,1191746997071400960,1191756857897095168,,PERCEIVED
12017,AB,2ND,1190784824623153152,1190765704280264705,,,PERCEIVED
12018,ABAB,1ST,1196516418256343040,1195812366308515841,1195862225740845061,1195695714921328642,INTENDED
12019,ABCBBBBBBB,3RD,1200169016448278528,1199984045741899776,1200091739404541956,1199858875383595008,PERCEIVED
12020,AB,2ND,1190491437034553345,1190088878750867458,,,PERCEIVED
12021,ABACD,1ST,1188518171701055488,1188219214634668033,1188515286892367872,1188185209721614336,INTENDED
12022,ABC,3RD,1200543997124476928,1200541727498625024,1200542897470394368,,PERCEIVED
12023,ABABC,1ST,1195881758614421504,1195841938479448064,1195847069577011202,1195830470484774912,INTENDED
12024,ABAC,1ST,1201961572815519744,1201923657322381312,1201947245257596928,1201922245364527105,INTENDED
12025,AB,2ND,1192955367107350528,1192938772045991936,,,PERCEIVED
12026,ABAB,1ST,1196716405489573888,1196715238122565632,1196716186915897344,1196692988279189504,INTENDED
12027,ABCA,3RD,1193876592721846272,1193875541541244930,1193876467228250113,1193816758248976384,PERCEIVED
12028,AB,2ND,1201258250609528833,1201191139337998336,,,PERCEIVED
12029,ABABC,1ST,1188049326381027333,1187884570609238016,1188022384940535808,1187883863432937472,INTENDED
12030,ABA,1ST,1192631338181918720,1192630802984497153,1192631141842341888,,INTENDED
12031,ABCAD,1ST,1201548839267627008,1201542210321125376,,1201528971818668032,INTENDED
12032,AB,2ND,1197866678492844032,1197603409609871363,,,PERCEIVED
12033,ABABAAAC,3RD,1186732415969943553,1186714543449206784,,,PERCEIVED
12034,ABABCDEDFDFDGDHD,1ST,1198094934550577152,1198084851301146625,1198089290661548032,1198064750640238592,INTENDED
12035,ABA,1ST,1198811432059637760,1198810393747042304,1198810758559211520,,INTENDED
12036,AAB,2ND,1201293171403165706,1201292483348631552,,,PERCEIVED
12037,ABCAC,1ST,1187841609414651905,1187841034740482048,,1187823540466311168,INTENDED
12038,ABA,1ST,1201875289460084738,1201872208567717889,1201873659901730816,,INTENDED
12039,ABAC,1ST,1186539035906465792,1186534868261462016,1186538812039671809,1186534112477241345,INTENDED
12040,ABACDE,1ST,1201884589204967424,983023832406441984,1201870574781378560,981711659537334272,INTENDED
12041,ABAC,1ST,1200399711666089985,1200231931583053835,1200232855164653568,1200229411334828032,INTENDED
12042,ABA,2ND,1201661945302130689,1201661673632862208,,1201661367306084352,PERCEIVED
12043,ABCADE,1ST,1195523004832174080,1194955077070381057,,1194700862800556032,INTENDED
12044,ABAB,1ST,1188180228058673153,1188178786090545153,1188179720699031553,1188159150506827782,INTENDED
12045,ABA,1ST,1198678888785891328,1198671016563793920,1198671816073633792,,INTENDED
12046,ABAB,1ST,1201853227429445632,1201829023971758080,1201846861272961024,1201257930575826944,INTENDED
12047,ABAC,1ST,1187782471447789568,1187705686173437953,1187728934659592192,1187703763253055488,INTENDED
12048,AB,2ND,1200459304526061568,1200422196767789056,,,PERCEIVED
12049,ABC,3RD,1190136760279470081,1190014258043588608,1190022165317529600,,PERCEIVED
12050,ABAC,1ST,1202364080578805760,1202332395636178944,1202353302572294145,1202195639439908864,INTENDED
12051,ABABBC,1ST,1197946128467189760,1197945741026701313,1197946003351068679,1197945316479254529,INTENDED
12052,ABCAC,1ST,1194237168790753283,1194163925169922054,,1194162835158257664,INTENDED
12053,ABAB,1ST,1201603452394246145,1201602367134801921,1201603002450227206,1201601830867873792,INTENDED
12054,ABACCCCCCCCCCC,1ST,1194322734597066752,1194292903960383488,1194310920526352388,1194066042336755712,INTENDED
12055,ABABCDEF,1ST,1193156544822685697,1192915992739024896,1193115692536651776,1192898143148552192,INTENDED
12056,ABA,1ST,1200135668841766914,1200105810912796672,1200133267350900737,,INTENDED
12057,AB,2ND,1201205265577783296,1201204428390440960,,,PERCEIVED
12058,AB,2ND,1195538603616673793,1195104623675297793,,,PERCEIVED
12059,AB,2ND,1188552681876590592,1188551243750227969,,,PERCEIVED
12060,ABAC,1ST,1192089791833214979,1192045416885444608,1192047626696437760,1192025215649406976,INTENDED
12061,ABACD,1ST,1198954891185541121,1198948794458488845,1198954391564193797,1198941752595337218,INTENDED
12062,ABABC,1ST,1196149345768353792,1196138987171319808,1196144121158782976,1195923878197026816,INTENDED
12063,ABAC,1ST,1197532872523075586,1197484522020818945,1197503734739279872,1197483222231375872,INTENDED
12064,ABC,3RD,1189002195485646849,1188214370872057856,1188334656682373120,,PERCEIVED
12065,ABAB,1ST,1193716635112132609,1193708911380951042,1193715593360207873,1193663676982517765,INTENDED
12066,ABACDB,1ST,1202627919014760448,1202626182635819008,1202627745555058690,1202625760302944256,INTENDED
12067,ABAC,1ST,1188293709739245569,1188289294424784897,1188289693693165570,1188288899514339328,INTENDED
12068,ABC,3RD,1193059082451607552,1193055709585383424,1193057155185659905,,PERCEIVED
12069,ABA,1ST,1197216241804558340,1197072892380532738,1197216077811519488,,INTENDED
12070,ABAB,1ST,1189586376024571905,1189427145971568643,1189507134184153088,1189172059257167872,INTENDED
12071,ABC,3RD,1190941183100542976,1190749468326596608,1190775494201028608,,PERCEIVED
12072,ABC,3RD,1192450850083373056,1192199144766681094,1192200576156786688,,PERCEIVED
12073,ABA,1ST,1202061072603238401,1201844356816232452,1201877857808592897,,INTENDED
12074,ABACD,1ST,1190486822784102400,1190486381102911488,1190486652239527936,1190153760279908353,INTENDED
12075,ABAC,1ST,1187618476988522497,1187101256696958982,1187102475783938056,1186734810141622272,INTENDED
12076,ABACBDBDBDCBC,1ST,1198010473062551553,1197999993883369473,1198006851620737024,1197998549025333254,INTENDED
12077,AB,2ND,1186614453732818945,1186325689630384128,,,PERCEIVED
12078,ABAC,1ST,1191786501820030976,1191761573427240960,1191785694450143233,1191758613582401536,INTENDED
12079,ABC,3RD,1193794115856740353,1193498336394973184,1193759332950794240,,PERCEIVED
12080,ABAB,1ST,1200512211065745416,1200512014390628353,1200512115943059457,1200510097165864961,INTENDED
12081,ABACD,1ST,1187842906922586113,1187841573566013440,1187841914155847680,1187832078206951425,INTENDED
12082,ABAC,1ST,1188070376347258881,1187931245596024832,1187931614942302208,1187790347759505413,INTENDED
12083,ABA,1ST,1195499017188204544,1195380684971331584,1195497810373726209,,INTENDED
12084,AB,2ND,1186348832436695047,1186343631378173953,,,PERCEIVED
12085,ABBA,1ST,1195490107563892736,1195456818216161280,,,INTENDED
12086,ABA,2ND,1191557882522685441,1191556081597599744,,1191555487600267264,PERCEIVED
12087,ABAC,1ST,1192201435187826688,1192196513964781568,1192200808181321728,1192072214365057024,INTENDED
12088,AB,2ND,1193520884352348161,1193520647009234944,,,PERCEIVED
12089,ABC,3RD,1191748148907036672,1191726494780968961,1191728600728395776,,PERCEIVED
12090,ABC,3RD,1186095549356724224,1185757749725917184,1185955592457703424,,PERCEIVED
12091,AA,1ST,1190951180018626560,1190880034640351233,,,INTENDED
12092,ABABCD,1ST,1195736624715448320,1195705911039479815,1195706332155957249,1195704237759578112,INTENDED
12093,ABAB,1ST,1198976289073442817,1198975765624307713,1198975903780487171,1198692330338955264,INTENDED
12094,ABA,1ST,1196964444376641536,1196963507188748288,1196964309097541633,,INTENDED
12095,ABACBCDE,1ST,1192954635872374786,1192949312793255936,1192952353118396416,1192947951179567104,INTENDED
12096,ABABCD,1ST,1191587830482386944,1191586911506141185,1191587678074085376,1191548894393634818,INTENDED
12097,ABA,2ND,1202372218950443010,1202368719877357569,,1202368315823415301,PERCEIVED
12098,ABAC,1ST,1197156499660902401,1196944859208306690,1197154597657350146,1196866820722044930,INTENDED
12099,ABAC,1ST,1194532828953956352,1194525323586625536,1194525561047175168,1194524893557280769,INTENDED
12100,ABAC,1ST,1194691285380161538,1194687004673482753,1194687899243077632,1194684658916741127,INTENDED
12101,ABAB,1ST,1189819934517452800,1189763311291772930,1189809994809643008,1189741448348012544,INTENDED
12102,AA,1ST,1186779869595783173,1186727405869846530,,,INTENDED
12103,ABA,1ST,1192830472579010560,1192671117221101568,1192828033503244289,,INTENDED
12104,AB,2ND,1202678716339326977,1202491827581927426,,,PERCEIVED
12105,ABAC,1ST,1185666291975127040,1185659839172628480,1185664845409992710,1185659291581108224,INTENDED
12106,AB,2ND,1195573631612383232,1195400772709748736,,,PERCEIVED
12107,ABAB,1ST,1190104792414113792,1189911141184487424,1189942542093172736,1189767405750243329,INTENDED
12108,ABAB,1ST,1191100246417391618,1191066311952097282,1191099859715137538,1190983346496712707,INTENDED
12109,ABA,1ST,1200918699366125569,1200781923032928256,1200903903480631298,,INTENDED
12110,ABA,1ST,1192648000222269443,1192601690752483329,1192647589293780997,,INTENDED
12111,AA,1ST,1186690335738482688,1186601272004055040,,,INTENDED
12112,ABAC,1ST,1190347961600888833,1190338577160212480,1190347008323784704,1190328052951199744,INTENDED
12113,ABACB,1ST,1198463828708560896,1198462524401713153,1198463530913193984,1198458877316149248,INTENDED
12114,ABA,2ND,1193361914790739968,1193297146398871553,,1193279559908524032,PERCEIVED
12115,ABAC,1ST,1193750842828034048,1182383848614744064,1193747017895424003,1182371247109201920,INTENDED
12116,AB,2ND,1190330459290513410,1190287600671756288,,,PERCEIVED
12117,ABA,1ST,1190633190903439360,1190587064556883968,1190607836981727234,,INTENDED
12118,ABAB,1ST,1201219341892669445,1201218412644622337,1201219225173577737,1201114818817724418,INTENDED
12119,ABCBCBA,1ST,1198129592986427393,1197753542146060289,,,INTENDED
12120,AB,2ND,1188172650914500608,1188134742505545729,,,PERCEIVED
12121,AA,1ST,1192808053579616256,1192803811498352640,,,INTENDED
12122,ABCBCBCACB,1ST,1201074127689437184,1200879949000925185,,1200867172224032773,INTENDED
12123,ABAC,1ST,1188491786790080512,1188339437706584064,1188441357573951489,1188185633333760000,INTENDED
12124,ABABCDCDEFFFFFGDHIJ,1ST,1195822148025229317,1195804950229594112,1195814837831393280,1195781493265711104,INTENDED
12125,ABA,1ST,1195899481079918592,1195893355626020864,1195893624027914240,,INTENDED
12126,ABAB,1ST,1201899907411566593,1201873856379727872,1201874021199024129,1201873731393593344,INTENDED
12127,ABAC,1ST,1197586656636915712,1197583834579132419,1197586309574987776,1197582962289721346,INTENDED
12128,ABAC,1ST,1187502895689682944,1187393533591736320,1187500058478075904,1187393208935800833,INTENDED
12129,ABC,3RD,1188505539652644864,1188487806294921216,1188489547962671105,,PERCEIVED
12130,ABAC,1ST,1186135429017415681,1186121871189823488,1186125078251094021,1186099902956363777,INTENDED
12131,ABAB,1ST,1192834156167880705,1192428321851789312,1192831361750421505,1192150035217014785,INTENDED
12132,ABBACD,1ST,1190525328768167936,1190482286212313088,,1190473416035520512,INTENDED
12133,ABABC,1ST,1202201659109203968,1202199335104122880,1202200966164099073,1202198852129955841,INTENDED
12134,ABAC,1ST,1188090429453099008,1187687330821345281,1187733030208561152,1187672613239377920,INTENDED
12135,ABABCD,1ST,1189247524483280896,1189216818549927936,1189220745546784768,1189145343834939392,INTENDED
12136,ABCBCBCBCAD,1ST,1200930211958800384,1200841182584156161,,1200839675235241984,INTENDED
12137,ABAB,1ST,1196179153214722051,1196178160976613377,1196178584324456449,1196176087316926465,INTENDED
12138,ABAB,1ST,1196511682329268226,1196510102464929792,1196511239863750660,1196504535235203074,INTENDED
12139,ABACDCDEFEFC,1ST,1186091381040861184,1185657688006516736,1186088421913255936,1185616214996979713,INTENDED
12140,ABA,2ND,1197540368214044672,1197539003794366464,,1197536482191433730,PERCEIVED
12141,AB,2ND,1189670447375429636,1189663930760740864,,,PERCEIVED
12142,ABAC,1ST,1199318848765333505,1199317889813295105,1199318611694886917,1199076775604736001,INTENDED
12143,ABC,3RD,1202795669263732736,1202791060596019206,1202793503975247873,,PERCEIVED
12144,AA,1ST,1187884038519963648,1187730856217055234,,,INTENDED
12145,ABC,3RD,1198236172734124032,1197984751237251072,1198115399314726913,,PERCEIVED
12146,ABA,1ST,1191264884303921152,1191033449324281856,1191216037280116736,,INTENDED
12147,ABA,1ST,1187537624447143936,1187534411849334784,1187537374395256832,,INTENDED
12148,ABBA,1ST,1186378865981083648,1186371234511982592,,,INTENDED
12149,ABAC,1ST,1188512602848149506,1188511194086330368,1188512231052529666,1187716338275540992,INTENDED
12150,ABAC,1ST,1191078291274260480,1190893564600803328,1190934825638793216,1190891468908613632,INTENDED
12151,ABAC,1ST,1200549770160476160,1200539390235303936,1200543157701627904,1200537664178442240,INTENDED
12152,AB,2ND,1201288014820970496,1200616461225484289,,,PERCEIVED
12153,ABABCBCB,1ST,1189355836369440769,1189354784056324096,1189355444239769601,1189328577457786883,INTENDED
12154,ABABCD,1ST,1195109090550263813,1195099467785089025,1195108290918785024,1194850068119076865,INTENDED
12155,ABABC,1ST,1191400533128630273,1191391466289074181,1191392761251020800,1190972754654375936,INTENDED
12156,ABAC,1ST,1198746256224530434,1198744729996972033,1198746089177976832,1198744128865083392,INTENDED
